Age,Gender,Annual_Income,Employment_Years,Existing_Debt,Credit_History_Years,Num_Credit_Accounts,Late_Payments,Loan_Amount,Credit_Score
44.0,Male,43443,9.8,10593,13.7,4,5,22709,579
42.0,Male,54250,5.9,29910,23.6,6,1,67300,630
31.0,Male,46635,23.3,17098,12.3,6,2,26223,628
24.0,Female,50442,11.0,11356,3.8,10,1,36741,585
22.0,Female,67971,10.0,30770,1.0,8,1,12920,558
47.0,Male,49465,4.8,19132,17.4,4,1,42042,573
51.0,Female,162034,4.6,23121,29.9,4,1,38135,634
47.0,Male,81810,10.6,41406,15.9,12,1,96648,618
29.0,Female,39626,9.3,22688,3.1,4,3,19506,551
67.0,Male,38928,18.8,20843,40.0,3,2,21297,684
24.0,Female,58796,9.0,29443,2.2,3,1,67260,510
47.0,Female,46869,4.6,16921,23.6,2,1,20469,597
51.0,Female,23391,8.1,2124,22.8,5,0,26972,620
28.0,Male,53912,5.4,10587,1.0,8,0,58625,592
49.0,Male,57080,12.4,28333,24.2,5,1,36035,647
47.0,Female,43993,19.7,20307,24.9,5,3,28410,635
55.0,Female,80833,14.9,10513,25.5,2,2,41364,654
45.0,Male,55728,2.9,27257,26.5,6,2,45570,631
32.0,Male,57747,16.6,27768,3.2,5,0,56986,591
68.0,Male,75469,7.2,34174,37.6,3,2,44067,659
34.0,Male,53233,6.6,28718,6.0,4,2,64487,541
36.0,Female,157944,4.1,46253,16.0,6,1,134049,592
47.0,Female,25732,7.3,5124,21.6,2,1,11025,600
30.0,Male,29644,5.0,16732,6.0,10,0,17686,575
45.0,Female,178041,6.1,45327,22.3,4,4,29958,584
30.0,Male,115296,13.7,58126,9.6,7,0,76400,567
37.0,Male,46444,3.4,23512,5.3,5,0,49132,554
35.0,Male,99903,4.7,15880,9.2,3,3,106214,509
45.0,Female,84414,1.6,31866,22.9,2,2,49779,542
58.0,Female,24462,10.1,5686,39.5,7,0,4300,688
42.0,Male,70816,11.1,16174,23.1,11,1,27094,665
25.0,Male,138447,21.6,41065,1.5,8,4,118431,601
69.0,Female,139801,8.5,85349,40.0,4,2,67203,625
39.0,Male,77299,20.4,17340,10.1,3,0,50788,615
42.0,Female,38005,17.3,7502,18.0,3,3,37293,614
22.0,Female,102344,7.7,28362,1.0,3,1,66473,518
44.0,Female,33494,2.6,18045,24.3,6,1,23971,568
22.0,Female,114737,6.8,37347,1.0,7,2,17305,554
47.0,Female,33060,7.9,7063,27.5,5,4,41320,560
51.0,Male,206402,4.1,82875,24.2,2,1,180000,543
48.0,Male,44155,13.3,7884,23.6,6,2,27995,635
35.0,Male,48353,10.2,19918,9.5,8,2,41966,576
39.0,Female,99545,4.0,17869,10.2,3,5,28701,505
35.0,Female,61287,6.1,12010,15.6,3,1,42369,615
50.0,Female,90656,9.6,15719,31.8,4,1,38578,650
38.0,Male,63459,11.4,36490,17.8,6,0,73281,554
48.0,Male,98873,2.5,59891,26.9,3,3,113203,534
47.0,,64622,2.5,15082,16.3,12,0,18474,617
39.0,Male,216191,3.0,65395,17.1,4,1,180000,574
26.0,Male,73022,2.4,11115,1.0,3,1,72653,507
27.0,Male,36605,16.0,16344,7.8,7,2,7279,612
21.0,Male,33069,6.3,8693,1.0,7,1,11038,518
25.0,Male,34161,7.1,13339,1.0,5,1,41689,522
37.0,Female,58075,2.4,15586,10.2,3,1,29462,547
70.0,Male,53313,11.3,32737,40.0,9,1,37165,664
40.0,Male,63020,15.0,23177,21.5,5,2,10221,640
47.0,Female,44556,1.8,21766,22.5,4,2,41330,541
40.0,Female,165243,13.0,81743,13.3,4,1,45696,586
37.0,Female,38233,15.7,20528,16.6,2,3,23750,608
32.0,Female,131633,11.1,46357,4.5,6,1,131209,609
36.0,Female,145539,2.0,56554,11.8,3,1,132988,495
21.0,Female,52271,13.9,9193,1.0,8,1,56264,620
43.0,Male,81458,17.0,19794,23.0,11,0,44711,687
26.0,Male,86340,4.5,18025,2.6,6,3,28645,558
46.0,Male,36209,0.9,8318,19.7,3,0,37038,548
49.0,Female,85633,12.2,8467,27.3,7,3,103140,622
32.0,Male,74680,6.5,14107,1.0,7,1,69194,584
42.0,Female,84612,5.8,12207,12.8,4,2,13756,588
22.0,Male,22346,7.9,14282,1.0,6,2,22971,519
33.0,Female,93577,4.0,59057,14.7,4,2,78457,493
21.0,Female,45416,2.8,9702,1.0,6,2,15012,511
29.0,Female,137751,14.7,32217,2.7,5,2,91374,588
48.0,Male,69800,7.3,44872,25.3,4,2,53680,545
48.0,Female,30928,1.8,18791,21.6,4,3,38118,557
50.0,Male,154443,12.9,100091,20.8,10,3,60607,612
27.0,Male,50794,5.4,21676,8.8,3,1,48773,515
32.0,Female,78199,15.4,33563,1.0,4,6,24297,501
51.0,Female,48756,10.4,11747,25.4,5,2,32210,614
21.0,Female,36336,3.2,22911,1.0,2,1,15945,548
43.0,Female,59466,8.7,27209,14.8,6,3,39937,558
38.0,Male,109332,3.5,46852,17.8,5,0,125724,573
27.0,Male,99005,12.3,8666,8.2,10,1,108917,606
48.0,Male,52558,10.5,21410,30.0,4,4,10475,613
36.0,Female,19305,8.0,7472,7.5,3,1,17661,574
21.0,Female,47638,21.4,19376,1.7,6,0,11134,663
37.0,Female,56898,7.6,15989,5.7,8,1,13917,608
57.0,Male,91606,18.4,24460,31.6,7,3,84781,632
62.0,Male,90537,6.7,30205,40.0,3,1,87895,633
40.0,Male,32346,4.0,7856,15.9,3,3,6353,536
33.0,Female,76217,2.8,24305,1.2,10,1,87884,546
42.0,Male,107595,5.1,15906,14.1,4,3,95276,518
57.0,Male,85608,5.8,16844,29.8,7,1,49094,627
38.0,Male,26370,3.6,10389,14.4,4,1,18679,577
37.0,Male,69832,10.4,40705,5.4,2,0,39902,549
52.0,Male,154869,7.2,64832,33.4,5,1,48924,629
50.0,Male,43585,6.3,21451,28.9,7,0,53991,656
35.0,Male,46091,4.4,17827,9.9,6,1,26967,559
47.0,Female,30116,11.3,2896,20.3,3,0,31268,603
57.0,Female,81638,10.0,49307,26.5,4,0,67072,588
37.0,Female,87234,4.3,46765,8.6,9,2,90566,538
38.0,Female,138519,4.2,31722,18.9,6,1,153906,612
60.0,Male,52053,11.4,11729,36.2,3,3,55130,616
31.0,Female,72352,6.3,25337,10.9,4,2,65819,513
49.0,Male,91993,12.5,32821,22.7,4,1,84968,639
46.0,Male,143062,7.4,60735,26.1,5,0,138290,565
26.0,Male,89953,8.1,21910,6.3,3,2,82712,542
49.0,Male,145121,7.1,54546,18.8,8,1,136022,604
39.0,Female,102586,5.3,25310,20.1,5,0,30410,619
40.0,Male,83578,4.1,37345,11.7,4,3,74089,516
51.0,Female,120026,7.0,27175,24.3,6,1,52873,591
48.0,Male,55060,4.7,22690,27.7,7,1,50202,577
50.0,Female,285013,4.0,92490,24.9,3,5,180000,557
37.0,Male,40208,5.0,13243,14.5,7,0,43130,571
47.0,Male,74086,2.2,19944,19.8,6,3,47673,559
54.0,Female,97340,5.5,11969,33.6,5,1,50990,677
38.0,Female,108309,4.8,44630,8.8,3,4,110415,482
40.0,Female,87645,5.8,53746,8.2,7,1,15686,561
37.0,Female,69528,4.3,40334,8.7,4,2,83732,521
34.0,Male,93948,8.3,22416,10.6,3,1,99435,560
48.0,Female,146343,10.2,76172,24.2,6,1,82058,623
38.0,Male,85810,8.1,20135,10.0,3,1,76168,551
42.0,Male,28293,9.4,16188,16.1,5,1,12106,588
30.0,Male,90906,8.4,40989,3.7,4,1,29970,588
41.0,Male,54219,6.1,17203,18.1,5,1,47149,587
31.0,Male,97468,4.8,35074,1.0,5,0,38705,585
31.0,Female,55174,11.0,10947,1.0,4,3,13565,582
25.0,Male,103453,8.0,12523,1.0,7,2,40714,567
49.0,Female,56303,5.1,26445,27.9,8,1,50548,628
40.0,Female,45524,5.0,5665,22.0,5,2,19212,600
36.0,Male,41801,14.7,9245,17.2,13,2,11702,636
42.0,Male,125932,4.9,26978,12.7,6,1,25999,628
35.0,Male,132683,2.7,12672,7.8,5,1,156081,571
26.0,Female,87339,5.5,19092,1.0,4,2,67328,542
47.0,Male,81746,3.1,19933,28.2,4,0,44877,613
28.0,Male,53237,2.6,8243,2.5,6,2,13027,528
46.0,Female,75480,10.9,36400,16.0,3,4,59226,517
40.0,Male,38974,2.8,6763,18.2,4,1,48093,540
35.0,Male,59412,11.6,23906,13.9,4,1,52510,567
21.0,Male,45926,3.2,18034,1.0,3,0,42872,506
54.0,Male,62687,7.8,18452,32.4,6,2,39005,661
35.0,Male,76909,7.6,36796,5.1,3,0,60522,558
32.0,Male,86015,3.3,15416,1.9,8,1,29056,564
35.0,Male,60042,5.8,28005,10.7,6,1,25132,593
36.0,Male,68593,3.8,14804,13.3,4,3,10792,548
43.0,Female,136556,3.9,79828,17.9,4,0,55771,554
32.0,Male,42194,10.9,17111,8.6,1,3,13455,517
51.0,Male,70542,3.1,21366,22.6,4,1,76786,610
49.0,Female,60076,3.4,27809,25.2,3,2,18834,546
37.0,Male,20444,14.0,12394,14.5,5,1,11686,601
32.0,Female,35062,10.6,9201,5.7,7,2,14308,566
40.0,Female,59927,1.7,14676,12.3,7,1,16461,553
34.0,Male,134156,16.3,45286,8.8,4,3,161182,547
32.0,Male,82541,3.0,11982,1.6,6,0,58284,545
29.0,Male,35110,7.5,15796,1.0,7,0,23806,532
37.0,Female,114196,2.9,20843,6.2,5,1,126316,553
42.0,Female,36584,11.2,6544,14.7,5,1,45366,593
46.0,Male,57486,11.5,26480,25.6,6,4,65821,585
39.0,Female,60270,3.1,33553,15.2,4,1,58507,546
43.0,Male,48870,4.4,30311,13.4,3,1,45330,546
39.0,Male,89781,5.7,41110,15.7,2,0,55427,597
41.0,Male,135110,10.7,32085,10.3,6,0,117132,607
49.0,Female,116819,9.7,45527,30.0,4,4,129152,585
35.0,Male,53224,3.9,5705,14.0,4,2,47332,554
35.0,Male,86836,7.5,14372,16.6,7,0,99200,584
43.0,Male,33007,10.0,2894,13.9,5,1,5294,566
42.0,Male,24888,16.0,13740,11.9,7,0,27736,627
,Male,80075,15.6,30534,30.5,4,1,27073,672
35.0,Female,71026,9.0,28629,6.5,2,0,15961,565
34.0,Male,40690,10.5,11021,9.8,8,1,7772,615
62.0,Female,81418,1.8,17764,38.5,4,0,17498,631
28.0,Male,64499,3.6,32045,7.8,3,0,66886,527
47.0,Female,61673,29.6,29405,15.9,7,0,74675,693
25.0,Male,223938,5.0,37107,1.0,4,2,68315,577
34.0,Male,37703,4.1,14972,4.8,6,1,17659,551
38.0,Female,37514,7.8,14342,15.1,4,1,41499,555
51.0,Male,65918,5.1,32469,25.4,7,0,22040,628
49.0,Male,74730,5.6,31367,17.0,6,3,43121,556
54.0,Female,72906,14.7,10245,34.8,4,2,56440,658
49.0,Male,93717,14.6,29877,30.9,4,3,111390,600
42.0,,81834,18.1,24941,18.1,4,1,52160,695
22.0,Female,102331,9.2,48989,1.0,9,1,92465,568
36.0,Male,118010,3.4,65695,12.5,6,0,125737,549
34.0,Male,137362,5.4,22498,5.2,9,2,166995,498
27.0,Male,77467,4.8,27735,1.0,6,2,57114,517
40.0,Male,83152,5.9,26026,14.8,6,0,51924,560
28.0,Male,66448,8.4,27506,1.0,8,1,24760,575
31.0,Female,26121,8.9,8457,1.0,3,1,9338,596
26.0,Female,37734,8.1,6964,1.0,7,1,11545,559
21.0,Female,64808,9.7,20113,1.0,7,4,51390,505
34.0,Female,39897,9.3,20608,5.1,6,1,20803,553
43.0,Male,93870,5.2,12578,14.2,2,0,109338,549
58.0,Male,25217,14.0,7779,32.2,4,2,4764,622
50.0,Female,39128,2.2,15320,19.4,4,1,12284,563
42.0,Female,36015,2.0,10857,22.0,5,1,26302,593
32.0,Female,148813,10.2,86314,10.1,4,0,167945,565
21.0,Female,52298,6.7,18713,1.0,8,1,10437,537
32.0,Male,58849,8.7,5029,10.0,9,0,61131,586
21.0,Female,57419,1.7,22540,1.0,7,3,18409,517
44.0,Female,72956,1.2,43710,23.8,8,2,77611,584
33.0,Male,124069,10.8,56279,11.3,7,1,128934,605
34.0,Female,84287,13.7,42208,5.2,6,0,68144,594
40.0,Male,67546,4.5,15554,18.3,5,1,41921,543
29.0,Male,63600,13.1,28793,1.0,7,1,54261,556
43.0,Female,62720,4.7,11138,18.5,5,3,76540,568
42.0,Female,57412,4.3,35233,18.7,10,1,27469,575
21.0,Male,35946,12.7,8242,1.0,4,2,12044,547
47.0,Male,53946,4.5,30510,23.2,3,1,14736,574
46.0,Male,27538,13.6,13005,20.2,5,1,24800,593
,Female,49042,6.2,14336,13.2,2,3,15082,532
30.0,Male,99571,17.3,18207,2.1,6,1,87081,633
23.0,Female,84583,6.7,13715,1.0,7,0,42943,547
39.0,Male,85693,8.6,35831,17.5,8,0,56540,634
32.0,Female,32205,0.9,18242,5.5,8,2,40109,518
50.0,Female,44326,31.5,17120,19.5,2,2,40697,681
47.0,Female,67518,7.2,35273,19.3,5,2,80722,576
44.0,Female,96624,12.9,36567,22.7,6,1,67709,654
35.0,Male,49520,10.9,15937,5.7,7,0,15453,598
59.0,Female,27053,7.2,8962,32.3,3,2,19822,609
40.0,Female,46270,2.4,6575,12.3,6,1,35265,539
49.0,Male,40179,4.0,3697,30.0,4,4,28744,599
,Male,53079,16.0,29871,12.3,4,1,60978,632
35.0,Male,93934,6.6,33041,7.5,3,2,15014,567
54.0,Male,96872,6.7,20043,34.8,8,2,83998,652
58.0,Female,69425,8.6,39159,35.6,3,1,41653,597
31.0,Female,75035,1.6,48255,3.5,4,2,89922,504
50.0,Male,90052,3.7,42342,24.9,6,0,38646,595
37.0,Male,56316,5.4,23772,7.5,7,0,63326,561
22.0,Female,60724,4.7,25696,1.0,3,1,40142,545
48.0,Male,145699,3.5,12142,22.1,3,2,47840,600
22.0,Female,57488,12.1,6717,1.0,5,1,28340,565
53.0,Male,80480,11.1,37660,30.2,4,1,57987,635
45.0,Male,32706,15.7,8723,13.3,8,3,21855,647
48.0,Male,32673,6.2,8748,19.6,2,1,34639,588
44.0,Male,42236,3.4,21533,25.0,4,1,16361,554
34.0,Female,120427,7.2,49705,2.1,4,0,23960,565
70.0,Male,74440,8.2,21049,40.0,6,2,21846,675
38.0,Male,64322,11.7,24690,9.4,5,4,36781,570
37.0,Male,45671,18.4,5292,5.6,6,1,14627,670
42.0,Male,69818,4.0,26989,12.2,4,1,59524,548
24.0,Male,125284,12.3,70351,1.0,8,1,122351,527
47.0,Female,43840,4.9,14656,16.8,9,3,32957,582
22.0,Male,38352,16.1,13579,1.0,10,1,25716,588
31.0,Male,61276,2.9,32552,11.7,7,0,26699,581
56.0,Male,45459,4.4,24319,35.1,3,1,24322,599
66.0,Male,94149,10.2,33613,36.0,5,5,83697,595
34.0,Male,121705,4.7,37504,8.2,5,0,139796,567
37.0,Female,77535,7.1,28389,6.5,3,2,12774,526
31.0,Male,87248,8.1,18994,1.0,3,1,65881,542
64.0,Male,68181,3.7,10433,32.3,9,1,70062,633
43.0,Female,41599,4.4,12471,14.0,8,2,36690,529
,Female,142741,5.3,90616,27.8,8,2,69739,605
46.0,Female,72423,6.1,9884,15.7,9,2,87210,623
45.0,Male,32695,3.3,2997,27.0,8,1,14044,642
42.0,Male,57130,11.3,36601,18.3,10,1,29322,667
27.0,Male,122133,9.1,72427,4.4,4,2,41541,558
55.0,Male,52700,6.7,19385,34.0,6,0,16277,674
50.0,Female,75481,6.9,28275,21.7,8,0,31044,620
36.0,Female,54520,6.1,34584,13.2,6,1,62243,547
52.0,Male,62028,8.6,34881,30.3,6,2,42239,578
27.0,Female,55720,9.1,31655,5.7,1,3,17873,509
26.0,Male,29797,3.1,4713,1.0,5,3,21989,498
30.0,Male,45798,1.9,28068,10.0,6,1,44183,529
38.0,Male,29720,5.9,4430,19.1,3,1,36381,595
55.0,Female,37536,6.8,18375,29.2,6,0,25051,665
33.0,Female,89932,12.3,57061,2.1,4,0,104592,522
36.0,Male,92005,21.6,33719,17.8,8,0,52368,724
28.0,Male,65834,9.1,20319,1.0,3,2,77804,512
31.0,Male,44833,7.9,12579,1.0,1,1,50310,517
43.0,Female,65728,6.0,38045,24.4,2,2,25034,570
29.0,Male,53587,4.6,34342,6.9,11,1,63390,570
54.0,Male,52001,5.8,26336,30.3,10,1,47603,602
39.0,Male,167006,5.4,46889,13.0,6,4,180000,530
33.0,Female,18000,10.2,8705,10.1,2,4,6252,557
27.0,Female,68842,9.9,13220,6.5,4,2,32968,549
63.0,Male,51357,1.3,14764,35.9,10,0,22984,644
35.0,Female,78831,11.4,6964,9.1,5,0,23604,659
53.0,Male,71861,6.6,19236,24.6,5,1,39328,608
54.0,Male,25125,5.6,9191,32.0,4,0,15501,648
42.0,Male,61523,6.4,36289,19.2,5,0,52375,579
49.0,Male,157257,1.2,20622,17.8,5,1,158370,542
46.0,Male,36853,4.5,20564,22.8,6,2,8686,589
46.0,Male,77726,10.9,20971,23.6,2,1,56118,631
35.0,Female,153710,11.8,40840,15.3,6,0,42568,642
57.0,Male,87533,6.8,54938,36.1,7,1,93267,616
42.0,Female,54601,7.6,23933,13.2,9,0,11064,607
48.0,Female,116531,8.3,73994,26.6,4,1,93019,618
62.0,Male,39048,13.6,10947,39.7,3,1,39209,625
31.0,Female,45422,4.0,11289,11.5,5,1,39279,534
40.0,Female,59099,7.9,14611,19.4,6,1,60552,611
43.0,Male,31751,8.1,15929,13.6,6,2,36343,587
29.0,Male,85220,1.5,47829,9.3,4,0,61718,550
44.0,Male,86172,1.4,26381,14.1,7,2,86485,524
35.0,Female,66170,16.9,29136,13.3,6,2,47466,564
21.0,Female,37603,13.6,8885,1.0,3,0,46417,552
45.0,Female,49877,4.7,28750,20.1,6,1,13511,583
48.0,Male,30174,2.5,18032,21.0,5,0,20617,547
42.0,Male,67960,15.3,39631,17.7,6,2,22437,640
32.0,Male,91698,6.7,14994,9.3,6,3,23475,527
35.0,Male,88289,2.5,24649,15.3,5,0,101442,608
28.0,Male,46338,13.4,10907,1.0,6,2,42757,551
46.0,Female,42950,15.3,15319,17.1,8,2,25509,622
54.0,Male,115405,18.4,46550,23.8,1,1,135777,569
64.0,Male,42149,7.3,21172,38.9,4,2,27747,653
43.0,Female,43012,6.3,18186,15.7,6,3,15259,533
31.0,Male,18000,8.7,4997,8.0,2,1,15783,525
21.0,Female,66669,2.4,18403,1.0,4,1,64729,480
34.0,Male,77004,10.3,22655,8.2,6,0,13124,617
47.0,Female,68162,9.5,9544,21.1,6,0,41321,661
29.0,Male,47724,7.4,28447,6.3,5,0,58197,558
41.0,Female,41571,10.7,26763,19.1,7,1,36151,589
27.0,Female,52342,21.1,31059,2.2,10,0,56434,648
38.0,Female,45035,12.7,6949,18.1,7,3,37529,593
56.0,Male,173183,4.5,106075,30.2,4,4,152849,506
43.0,Male,45457,6.5,25240,18.9,3,2,38937,536
56.0,Female,169753,2.8,40360,29.5,5,4,99739,571
49.0,Male,45464,15.7,4487,20.6,6,0,47253,676
31.0,Male,45774,23.2,19275,12.0,5,2,24954,643
29.0,Female,91199,2.6,21846,1.0,7,1,101658,559
37.0,Male,41275,11.2,14239,16.0,9,2,30405,576
34.0,Male,148379,3.2,69405,7.9,4,2,113651,510
37.0,Female,85962,8.2,7120,8.4,4,1,96720,517
35.0,Male,70661,4.7,34415,11.0,3,2,49135,550
58.0,Male,75472,8.2,48180,34.6,9,2,93033,653
35.0,Male,123971,6.7,28514,6.1,4,3,98216,500
31.0,Female,63154,5.0,27087,9.4,8,2,17792,587
54.0,Male,41419,2.1,15951,34.1,5,0,15595,626
38.0,Male,37655,6.1,5211,15.3,2,2,44628,542
38.0,Male,29381,7.7,13903,19.8,6,0,5906,611
33.0,Female,62103,6.8,10085,12.2,6,1,45835,545
39.0,Female,62663,1.3,36228,15.9,7,1,75991,540
38.0,Male,35653,5.3,3048,11.1,4,2,7320,564
50.0,Male,53854,4.5,13769,22.5,7,0,44109,604
34.0,Male,92002,5.4,16178,2.3,4,0,32657,580
30.0,Female,77254,2.9,27566,3.1,6,2,73098,489
28.0,Male,35484,4.7,22861,9.2,5,3,32642,513
53.0,Female,42922,10.6,21766,24.7,3,4,45621,567
24.0,Male,130745,3.7,37591,4.1,2,2,32826,527
28.0,Female,43160,2.3,5104,7.4,5,1,26498,547
46.0,Male,120721,4.0,73536,27.9,2,1,117672,552
38.0,Male,98014,6.1,52060,19.4,5,0,89303,540
35.0,Male,61599,12.9,33220,3.1,6,0,55696,571
31.0,Female,94710,9.7,51646,1.0,5,1,37377,556
33.0,Male,101098,7.0,36663,11.6,2,1,37437,526
24.0,Female,77607,3.9,16400,1.0,10,2,42236,575
31.0,Male,43142,12.0,25757,5.8,2,0,9247,565
56.0,Male,119164,5.2,14204,34.9,2,0,73551,657
23.0,Male,49921,5.3,17719,1.0,3,0,16423,534
21.0,Female,55593,6.4,18223,2.2,4,1,41240,532
32.0,Male,127868,4.9,65899,7.8,7,1,139558,547
45.0,Female,38594,9.9,17338,19.8,4,1,39446,600
36.0,Female,137949,16.7,47489,7.2,1,1,26141,579
40.0,Male,118499,5.6,29361,12.6,7,2,85189,525
55.0,Female,47469,22.8,26015,24.1,4,2,9551,668
38.0,Male,48709,10.7,24539,7.5,2,2,35439,558
35.0,Female,75861,10.2,32876,14.0,8,2,55808,585
36.0,Male,46198,2.1,13250,14.3,5,3,32622,499
36.0,Male,62954,3.7,17000,11.6,5,2,46844,567
30.0,Female,62782,6.0,9620,8.4,4,2,52024,502
39.0,Female,109844,2.9,12375,11.3,3,3,26451,554
50.0,Male,34855,16.5,11448,20.2,6,1,36245,624
53.0,Male,43533,2.1,21302,22.9,8,1,25995,587
46.0,Female,98278,11.4,35580,15.7,5,1,82366,612
41.0,Female,35582,21.2,23090,20.0,7,3,12186,694
44.0,Female,56994,7.5,36525,13.7,6,1,22441,546
57.0,Male,38079,6.1,5968,32.1,10,1,26554,663
27.0,Male,95688,12.8,27358,1.0,7,1,31819,597
43.0,Female,82838,8.0,12969,17.6,7,0,28310,613
52.0,Male,58052,7.3,20984,22.6,5,0,9430,612
48.0,Male,84364,10.1,13912,25.5,7,3,82273,577
46.0,Female,160731,7.3,34124,27.4,6,3,180000,596
49.0,Female,48861,6.3,3933,23.3,5,1,28220,642
62.0,Female,68592,6.7,38929,32.0,6,3,74337,562
47.0,Female,32638,9.3,12917,17.8,6,0,21400,617
32.0,Female,31446,3.3,17256,6.4,4,1,15218,559
28.0,Male,71943,12.3,30868,3.8,7,3,26318,571
21.0,Male,102465,16.7,59013,1.0,5,3,65360,547
51.0,Female,87543,15.7,21329,32.9,8,0,35527,720
36.0,Female,65017,13.0,29533,14.7,6,0,74558,611
24.0,Male,62352,9.9,25526,5.9,2,2,20463,535
45.0,Male,18000,7.2,11122,14.5,2,0,9553,606
21.0,Female,58894,11.2,32918,1.0,6,2,9422,559
49.0,Female,72113,10.6,6663,26.2,6,0,45854,662
51.0,Male,37010,5.8,11375,21.3,8,2,6455,639
50.0,Male,81537,7.1,30176,23.9,5,4,22996,590
34.0,Male,114016,3.2,19838,9.0,7,1,96585,506
38.0,Female,24532,7.0,14334,7.4,8,1,25166,590
38.0,Male,72421,13.6,8988,18.6,3,2,48275,604
57.0,Male,57606,1.9,25552,38.0,8,1,33493,651
42.0,Female,104191,3.2,15930,15.4,6,1,69840,589
56.0,Male,108932,6.1,26843,29.9,3,0,51043,611
41.0,Male,50766,6.0,26395,21.3,8,2,53938,577
43.0,Female,37470,22.3,7958,17.3,5,0,29368,662
66.0,Male,83487,4.3,49938,35.8,7,1,90935,593
52.0,Male,80987,8.2,11741,23.4,10,0,88197,643
33.0,Male,90017,6.6,13992,5.7,7,1,53593,553
26.0,Male,32835,4.8,3954,4.7,5,1,14183,562
27.0,Male,124316,6.4,60654,2.7,5,0,35492,506
35.0,Male,30931,3.1,6484,13.4,4,0,12375,575
40.0,Male,40852,6.8,8816,10.3,4,0,17399,574
40.0,Female,41119,4.1,24972,17.5,4,0,38806,527
,Male,67339,4.4,39780,17.1,11,1,27489,600
25.0,Male,47729,4.7,9299,1.0,6,2,57672,502
48.0,Male,57569,6.1,25906,16.2,2,4,47893,514
29.0,Female,33003,9.5,9563,8.8,7,1,22461,571
26.0,Male,70861,7.6,26268,5.7,6,0,36520,585
39.0,Male,78955,6.1,51061,15.6,7,1,40326,559
43.0,Male,49055,2.9,17950,11.6,6,3,59432,537
46.0,Female,99808,3.1,22298,15.3,3,1,55249,547
43.0,Female,38665,4.7,17199,23.5,6,2,17345,604
49.0,Male,42131,4.3,14250,20.9,8,4,32905,601
39.0,Female,65610,6.9,33271,12.2,6,2,30351,581
37.0,Female,39273,10.2,10986,14.2,4,1,11370,593
21.0,Male,95974,2.5,44795,1.0,5,1,45823,531
23.0,Female,56096,15.5,13248,2.1,2,0,28565,604
50.0,Male,70963,2.6,24922,19.5,6,1,54538,590
38.0,Male,50359,13.8,8742,19.5,1,1,38809,581
32.0,Female,85249,4.7,11836,13.1,5,1,25854,609
33.0,Male,39779,11.2,3364,6.8,4,3,24923,543
47.0,Female,103036,10.5,40881,22.0,3,4,59932,614
21.0,Male,49820,8.0,15652,1.8,5,1,42993,533
40.0,Female,34939,10.5,16444,8.5,2,1,7682,572
21.0,Female,33826,14.7,17375,1.0,3,0,25987,546
52.0,Male,75087,16.1,27435,26.4,6,0,77781,634
21.0,Male,185122,4.8,113929,1.0,7,0,57608,532
21.0,Male,40693,6.3,24654,1.0,11,0,13397,586
44.0,Male,140051,6.2,81064,20.5,7,2,157161,523
41.0,Female,114619,7.5,33552,19.3,3,0,113799,602
48.0,Male,57417,7.2,24192,24.8,7,3,22823,589
30.0,Male,39125,16.4,22471,6.5,8,1,13200,600
54.0,Male,81001,5.9,21024,32.3,1,2,70585,581
34.0,Male,77291,5.9,6835,6.3,4,0,27068,602
44.0,Female,79385,6.2,40650,17.0,3,1,26814,588
23.0,Female,52195,1.9,24802,2.6,3,1,18856,494
61.0,Female,78990,8.5,20296,37.3,1,2,24254,605
49.0,Female,88510,15.4,7200,18.5,4,2,49861,654
35.0,Male,60332,2.6,26625,14.1,7,2,10394,583
47.0,Male,83626,2.6,6859,19.3,10,2,88276,593
58.0,Female,69018,6.6,32218,29.5,4,2,79929,563
44.0,Male,30472,17.8,10046,17.7,7,0,8480,703
29.0,Male,102546,10.9,26411,3.4,4,1,71280,537
33.0,Male,52358,1.2,16585,1.5,10,0,15335,591
38.0,Female,102912,4.7,28109,14.1,3,2,30896,586
55.0,Female,74455,7.1,35145,36.0,5,2,21826,626
46.0,Female,72264,6.9,7691,26.8,9,3,81780,612
34.0,Male,60782,4.4,10406,4.2,6,3,30639,515
52.0,,120537,10.9,20871,29.3,6,3,140698,613
41.0,Female,23000,8.9,2651,15.0,7,1,27312,617
29.0,Male,75833,9.2,17394,1.0,4,0,62659,585
34.0,Female,123894,3.2,22900,8.6,5,0,65217,595
38.0,Male,106248,15.1,22618,14.1,6,0,100604,613
35.0,Female,19467,14.7,8203,16.1,1,3,13476,597
37.0,Male,26587,9.4,8930,13.7,7,0,15492,656
41.0,Male,45815,14.3,7857,13.2,4,0,45996,633
40.0,Female,58547,8.0,5622,15.2,5,1,68575,603
55.0,Male,67473,3.9,15552,33.6,4,1,56448,603
36.0,Male,73742,7.5,45176,11.7,5,2,36091,557
,Male,90589,13.2,54631,10.1,7,0,105324,599
50.0,Female,110229,3.1,10412,18.1,3,0,77405,576
49.0,Female,32382,3.8,14383,18.0,3,1,27923,522
51.0,Female,53793,18.0,21624,24.4,5,2,17287,660
40.0,Male,46796,9.9,23146,21.9,5,0,19685,628
62.0,Female,91918,5.4,39896,39.1,7,2,46038,616
34.0,Male,57588,3.1,7168,14.3,8,2,27338,561
24.0,Female,24473,4.0,13409,2.9,6,2,28118,515
38.0,Male,47236,6.0,15609,16.6,5,0,29553,603
